lead_h,station_id,station_effect_c,n_common_cases,n_daily_blocks,latitude,longitude,altitude_m,era5_grid_elevation_m,delta_z_m,abs_delta_z_m,coast_stratum
48,c20m084e01,0.057074947458318426,718,360,39.066874,-0.56801,42.0,325.44687076283475,-283.44687076283475,283.44687076283475,interior_gt25km
48,c20m172e01,-0.05948805113735223,723,362,39.38,-0.54,225.0,207.04085174347856,17.959148256521445,17.959148256521445,coast_0_25km
48,c20m203e01,0.15323772767388655,684,344,39.0877,-0.4763,39.0,241.8756391236331,-202.8756391236331,202.8756391236331,coast_0_25km
48,c20m248e02,-0.0022971664513417034,718,361,39.3914,-0.668389,255.0,323.1933656416928,-68.19336564169282,68.19336564169282,interior_gt25km
48,c22m071e01,-0.2760746360821176,721,362,39.085818,-0.866032,519.0,563.7553187398123,-44.75531873981231,44.75531873981231,interior_gt25km
48,c22m107e02,0.06718973931489935,700,351,39.027862,-0.668753,235.0,429.95516058269584,-194.95516058269584,194.95516058269584,interior_gt25km
48,c22m118e01,0.027727284666931418,712,358,38.977333,-0.695444,287.0,480.9635393398946,-193.96353933989465,193.96353933989465,interior_gt25km
48,c22m118e02,-0.47718714843873755,721,362,38.957432,-0.825617,751.0,580.8196729373649,170.18032706263511,170.18032706263511,interior_gt25km
48,c22m118e05,-0.4692864309910857,722,362,38.925155,-0.884222,740.0,628.2162153787283,111.7837846212717,111.7837846212717,interior_gt25km
48,c22m167e01,-0.048959977074963135,707,355,39.237431,-0.772816,350.0,404.5820283222677,-54.58202832226772,54.58202832226772,interior_gt25km
48,c23m081e03,0.05492815894727732,706,354,38.970928,-0.579297,172.0,403.30480867881846,-231.3048086788185,231.3048086788185,interior_gt25km
48,c23m128e02,-0.32756791295240395,707,360,38.796944,-0.883056,596.0,660.2323449810907,-64.2323449810907,64.2323449810907,interior_gt25km
48,c23m145e11,0.04572471795020683,673,339,38.9913889,-0.51611111,96.0,339.0459952119531,-243.04599521195308,243.04599521195308,interior_gt25km
48,c24m004e01,-0.2606989900812662,709,358,38.8213,-0.5489,434.0,517.5265666168817,-83.52656661688172,83.52656661688172,interior_gt25km
48,c24m006e01,-0.041457792781526503,685,343,38.835596,-0.524349,330.0,493.811226856813,-163.811226856813,163.811226856813,interior_gt25km
48,c24m043e01,-0.18826029511836062,658,330,38.883069,-0.346689,250.0,344.7252162733988,-94.72521627339876,94.72521627339876,coast_0_25km
48,c24m047e02,0.029875619787180896,678,342,38.86026,-0.47462,278.0,443.40718959356025,-165.40718959356025,165.40718959356025,interior_gt25km
48,c24m072e02,-0.9818009159194878,713,357,38.7529,-0.5507,888.0,580.0050029889521,307.9949970110479,307.9949970110479,interior_gt25km
48,c24m072e04,-0.7092709172130169,657,344,38.762484,-0.618339,645.0,591.3367426996789,53.66325730032111,53.66325730032111,interior_gt25km
48,c24m072e05,-0.923195803580025,716,359,38.7315305,-0.6112848,801.0,589.606062946791,211.39393705320904,211.39393705320904,interior_gt25km
48,c24m124e01,-0.2664181998962567,723,362,38.779812,-0.80137,625.0,638.0447539061267,-13.044753906126743,13.044753906126743,interior_gt25km
48,c24m124e03,-0.38507247734594696,680,351,38.784214,-0.786708,628.0,631.3318084197062,-3.331808419706249,3.331808419706249,interior_gt25km
48,c24m173e01,0.08772888825408498,723,362,38.88881,-0.49649989,182.0,427.7586242912136,-245.7586242912136,245.7586242912136,interior_gt25km
48,c24m175e01,-0.19975970515528196,713,357,38.891119,-0.338889,280.0,332.00268482441555,-52.00268482441555,52.00268482441555,coast_0_25km
48,c24m183e01,0.04068326010754897,718,360,38.911711,-0.546555,256.0,434.2243305677591,-178.22433056775907,178.22433056775907,interior_gt25km
48,c24m184e02,-0.08364044379586688,723,362,38.8172,-0.6074,385.0,544.7800064456201,-159.78000644562007,159.78000644562007,interior_gt25km
48,c24m184e03,-0.07109379397338933,689,348,38.84,-0.6092,383.0,527.531047720161,-144.53104772016104,144.53104772016104,interior_gt25km
48,c24m184e07,-0.15261599584113184,663,354,38.822222,-0.596111,372.0,536.1504278563904,-164.15042785639037,164.15042785639037,interior_gt25km
48,c24m184e18,-0.07504782761744522,685,347,38.837778,-0.614167,400.0,531.4809407505561,-131.4809407505561,131.4809407505561,interior_gt25km
48,c24m184e19,-0.044356480992632896,723,362,38.8044095,-0.6143529,405.0,557.531525094865,-152.53152509486495,152.53152509486495,interior_gt25km
48,c24m196e01,-0.13298844868807258,723,362,38.983004,-0.338385,347.0,239.24808819732547,107.75191180267451,107.75191180267451,coast_0_25km
48,c24m200e03,-0.0022967150225754462,717,360,38.902784,-0.42036,226.0,368.5935452389783,-142.5935452389783,142.5935452389783,interior_gt25km
48,c25m046e01,-0.15999471716137637,691,357,39.005,-0.2901,379.0,189.90823154440668,189.09176845559327,189.09176845559327,coast_0_25km
48,c25m046e03,-0.18220478981000987,666,343,39.0241667,-0.30833333,326.0,187.44495010383423,138.55504989616577,138.55504989616577,coast_0_25km
48,c25m131e12,0.15572449859873871,723,362,38.968833,-0.181056,21.0,159.8911544159725,-138.8911544159725,138.8911544159725,coast_0_25km
48,c25m187e01,-0.036359067382448984,723,362,38.956048,-0.247297,86.0,212.20357874170816,-126.20357874170816,126.20357874170816,coast_0_25km
48,c25m255e04,0.15992249557736493,686,362,38.887498,-0.208018,100.0,258.0698369730197,-158.06983697301968,158.06983697301968,coast_0_25km
48,c25m255e05,-0.6583003853051318,710,362,38.85987,-0.22217,515.0,294.34770370857177,220.65229629142823,220.65229629142823,coast_0_25km
48,c26m003e06,-0.5775367271655736,654,334,38.7987602,-0.5367903,565.0,533.5148237269799,31.4851762730201,31.4851762730201,interior_gt25km
48,c26m028e03,-0.18411798328429752,696,352,38.8211,-0.3781,401.0,425.6262624368824,-24.62626243688237,24.62626243688237,interior_gt25km
48,c26m056e09,-0.2835260564396176,670,336,38.735901,-0.436583,455.0,524.5415362436261,-69.54153624362607,69.54153624362607,interior_gt25km
48,c26m067e01,-1.202393350326529,721,361,38.7349,-0.2682,778.0,426.0842809383702,351.9157190616298,351.9157190616298,coast_0_25km
48,c26m092e07,-0.3712282524949575,723,362,38.791125,-0.465747,465.0,507.47365073016255,-42.47365073016255,42.47365073016255,interior_gt25km
48,c28m023e02,-0.3194591368120149,706,356,38.7,-0.7672,601.0,616.7135047391332,-15.713504739133214,15.713504739133214,interior_gt25km
48,c28m116e03,-0.12047029147285404,723,362,38.519934,-0.913363,505.0,570.9213715745584,-65.9213715745584,65.9213715745584,interior_gt25km
48,c28m140e10,-0.22531949540120355,706,361,38.625,-0.865556,498.0,607.4850778712733,-109.48507787127336,109.48507787127336,interior_gt25km
48,c28m140e11,-0.2625204483388406,643,337,38.614051,-0.880788,489.0,606.5100886199859,-117.51008861998594,117.51008861998594,interior_gt25km
48,c28m140e16,-0.1126995612914683,711,362,38.634831,-0.864625,524.0,611.9479750854158,-87.9479750854158,87.9479750854158,interior_gt25km
48,c28m140e19,0.08282821503572735,698,355,38.69477,-0.91829,533.0,655.400652943157,-122.40065294315696,122.40065294315696,interior_gt25km
48,c29m105e07,-0.2949879854820413,722,362,38.3654155,-1.0441941,539.0,461.88553215328176,77.11446784671824,77.11446784671824,interior_gt25km
48,c30m001e01,-0.03074813358304085,715,358,38.875601,-0.171598,164.0,248.5073211076117,-84.50732110761172,84.50732110761172,coast_0_25km
48,c30m029e01,-0.6271292729135611,690,357,38.753898,-0.10727754,320.0,333.64335897428344,-13.643358974283444,13.643358974283444,coast_0_25km
48,c30m029e02,-0.3363830702308518,700,358,38.7560501,-0.110326,313.0,333.2599250257056,-20.259925025705627,20.259925025705627,coast_0_25km
48,c30m054e01,-1.0404785231031322,650,332,38.724715,-0.193013,548.0,378.4697887755252,169.53021122447484,169.53021122447484,coast_0_25km
48,c30m054e02,-0.8882180931899645,723,362,38.724003,-0.196146,521.0,380.00556033226616,140.99443966773384,140.99443966773384,coast_0_25km
48,c30m082e01,-0.017229788173919403,722,362,38.793659,0.180166,15.0,50.32280428524598,-35.32280428524598,35.32280428524598,coast_0_25km
48,c30m082e02,-0.039280780556805506,718,360,38.7836,0.1661,15.0,58.59170899453435,-43.59170899453435,43.59170899453435,coast_0_25km
48,c30m082e04,-0.08265626114850666,647,345,38.7866163,0.1488959,66.0,66.43382540418557,-0.4338254041855691,0.4338254041855691,coast_0_25km
48,c30m082e06,-0.02038605731759391,677,342,38.7297,0.1956,10.0,45.71994279353819,-35.71994279353819,35.71994279353819,coast_0_25km
48,c30m082e10,-0.07228013414148704,676,340,38.7947,0.1516,110.0,63.61425563686398,46.38574436313602,46.38574436313602,coast_0_25km
48,c30m082e11,-0.11902786231062512,721,362,38.8005556,0.108889,131.0,82.17742070325087,48.822579296749126,48.822579296749126,coast_0_25km
48,c30m082e13,-0.0858821692857128,700,358,38.7616,0.14841,20.0,71.47996388132009,-51.47996388132009,51.47996388132009,coast_0_25km
48,c30m082e14,-0.04493182387240946,723,362,38.790295,0.162746,65.0,59.11072145920068,5.8892785407993244,5.8892785407993244,coast_0_25km
48,c30m082e15,-0.17167436508161915,701,359,38.777753,0.110718,80.0,87.19904733869001,-7.199047338690008,7.199047338690008,coast_0_25km
48,c30m082e16,0.00010663955825307436,722,362,38.774076,0.188929,5.0,48.587054224262126,-43.587054224262126,43.587054224262126,coast_0_25km
48,c30m082e22,0.021791293966953007,720,361,38.75,0.119722,328.0,89.40849194328594,238.59150805671408,238.59150805671408,coast_0_25km
48,c30m082e26,-0.10989184928137308,711,361,38.804705,0.15892,190.0,58.42841382149703,131.57158617850297,131.57158617850297,coast_0_25km
48,c30m082e29,-0.10493585118173587,697,359,38.790573,0.117238,70.0,80.78986657281023,-10.789866572810226,10.789866572810226,coast_0_25km
48,c30m082e30,-0.03226531701440627,695,348,38.773222,0.177782,20.0,54.34606283802541,-34.346062838025404,34.346062838025404,coast_0_25km
48,c30m095e03,-0.1021228372603481,678,347,38.825763,0.02153,48.0,112.03460270631322,-64.03460270631322,64.03460270631322,coast_0_25km
48,c30m100e03,-0.5345765491717558,701,358,38.7480556,-0.064444,259.0,311.74353023229565,-52.743530232295655,52.743530232295655,coast_0_25km
48,c30m101e01,-0.19338120266047698,682,342,38.790556,0.039167,54.0,118.06782535481366,-64.06782535481366,64.06782535481366,coast_0_25km
48,c30m102e03,0.0826016453288464,692,354,38.8309,-0.1034,81.0,253.37529922012152,-172.37529922012152,172.37529922012152,coast_0_25km
48,c30m102e07,0.08096854243573337,679,349,38.8429,-0.1156,81.0,248.4389038987408,-167.43890389874082,167.43890389874082,coast_0_25km
48,c30m128e05,-0.15431648423227828,707,359,38.7193,0.1017,163.0,94.52003846015792,68.47996153984207,68.47996153984207,coast_0_25km
48,c30m128e07,-0.12819301622511547,711,360,38.700833,0.088333,226.0,98.64203681428118,127.35796318571882,127.35796318571882,coast_0_25km
48,c30m134e01,-1.194618387808543,719,361,38.7767,-0.2692,637.0,406.0362879888992,230.9637120111008,230.9637120111008,coast_0_25km
48,c30m135e01,-0.6923726990837937,723,362,38.8058,-0.16,394.0,312.21741649800555,81.78258350199445,81.78258350199445,coast_0_25km
48,c30m136e03,-0.4101953675532438,687,355,38.8189,-0.2761,460.0,367.5698059102354,92.4301940897646,92.4301940897646,coast_0_25km
48,c30m137e03,-0.7219495230706232,723,362,38.7733,-0.1275,540.0,325.9189916767254,214.0810083232746,214.0810083232746,coast_0_25km
48,c31m048e11,0.042342694458876506,664,344,38.659866,-0.107436,250.0,307.0738148752745,-57.07381487527448,57.07381487527448,coast_0_25km
48,c31m048e12,-0.20605134747957843,665,344,38.664898,-0.090407,168.0,299.4415174636883,-131.44151746368829,131.44151746368829,coast_0_25km
48,c31m124e07,-0.12257244334498185,696,360,38.6083,-0.2728,420.0,375.8289476486712,44.1710523513288,44.1710523513288,coast_0_25km
48,c32m014e27,-0.5069509871163661,687,345,38.16607371,-0.47855761,4.0,36.44380985681192,-32.44380985681192,32.44380985681192,coast_0_25km
48,c32m014e28,0.13680569750380633,657,330,38.372143,-0.593351,137.0,292.54572073576287,-155.54572073576287,155.54572073576287,coast_0_25km
48,c32m046e02,0.22885103992532974,711,359,38.467489,-0.44055,198.0,363.8565326761559,-165.8565326761559,165.8565326761559,coast_0_25km
48,c33m121e05,-0.4014820585304685,721,362,38.1917584,-0.5532587,18.0,77.299238814952,-59.299238814952005,59.299238814952005,coast_0_25km
48,c33m121e06,-0.4234466990254052,723,362,38.227528,-0.522917,112.0,77.45901105710172,34.54098894289828,34.54098894289828,coast_0_25km
48,c34m902e02,-0.030576616468259377,721,361,37.910003,-0.842979,163.0,65.71781819830666,97.28218180169334,97.28218180169334,coast_0_25km
72,c01m080e01,-0.417939799194325,719,360,40.619,-0.1,980.0,886.3688260963359,93.63117390366416,93.63117390366416,interior_gt25km
72,c01m080e03,-0.11351757913520832,690,361,40.6194085,-0.1327258,766.0,904.8264905073412,-138.8264905073413,138.8264905073413,interior_gt25km
72,c01m091e01,-0.19300304658680467,717,360,40.5325,-0.2625,1074.0,1066.999730113776,7.000269886224032,7.000269886224032,interior_gt25km
72,c01m127e01,-0.40677571887441843,721,361,40.6032437,0.0459578,644.0,704.758949806194,-60.75894980619398,60.75894980619398,interior_gt25km
72,c02m042e03,-0.08526261872665164,661,346,40.505278,-0.000278,934.0,942.9169975643468,-8.91699756434673,8.91699756434673,interior_gt25km
72,c02m051e03,-0.5095802283837545,672,338,40.326729,-0.166699,1058.0,862.6968443420666,195.30315565793344,195.30315565793344,interior_gt25km
72,c03m052e02,-0.0934829987950867,720,361,40.52158009,0.15938222,447.0,544.5332809925904,-97.53328099259043,97.53328099259043,interior_gt25km
72,c03m093e04,-1.4707294913865652,719,360,40.690059,0.084398,1231.0,675.9463000232385,555.0536999767615,555.0536999767615,interior_gt25km
72,c03m121e01,-0.013177451413039165,720,361,40.522786,0.288061,268.0,378.8990670189002,-110.8990670189002,110.8990670189002,coast_0_25km
72,c04m005e01,0.11328175795138917,703,352,40.071606,-0.207666,248.0,496.8423800573243,-248.8423800573243,248.8423800573243,coast_0_25km
72,c04m055e02,-0.3245886545510317,717,361,40.245017,-0.286419,1074.0,911.0479435554564,162.9520564445437,162.9520564445437,interior_gt25km
72,c04m122e01,0.37045410876797047,718,360,40.157251,-0.162724,401.0,603.8349029000294,-202.83490290002945,202.83490290002945,coast_0_25km
72,c05m028e04,0.627001268730735,685,354,40.034167,0.038611,7.0,151.8512793004661,-144.8512793004661,144.8512793004661,coast_0_25km
72,c05m031e04,0.1771498894513186,721,361,40.0149498,-0.1204551,176.0,286.2340962606133,-110.23409626061328,110.23409626061328,coast_0_25km
72,c05m040e13,0.3229888980481517,710,356,39.985905,-0.029754,22.0,139.75491994444323,-117.75491994444324,117.75491994444324,coast_0_25km
72,c05m041e09,0.010891313351257037,721,361,39.89845081,0.68438656,42.0,6.447863718134417,35.552136281865586,35.552136281865586,interior_gt25km
72,c05m050e01,-0.04151937546164919,713,361,40.311389,0.121111,186.0,371.7092997877576,-185.70929978775763,185.70929978775763,coast_0_25km
72,c05m105e08,0.05053432526081969,721,361,40.269972,-0.019722,744.0,640.5442302413998,103.45576975860024,103.45576975860024,coast_0_25km
72,c05m105e09,0.36506299704647094,721,361,40.22781,-0.077847,314.0,637.8509272784383,-323.85092727843835,323.85092727843835,coast_0_25km
72,c05m128e02,0.19214663575023994,721,361,40.114498,-0.054284,350.0,395.5242354531898,-45.52423545318982,45.52423545318982,coast_0_25km
72,c06m002e01,-0.043488423646518615,721,361,39.901444,-0.341073,510.0,413.8620090847212,96.1379909152788,96.1379909152788,coast_0_25km
72,c06m021e02,0.14220491217988396,720,361,39.92835,-0.197211,98.0,286.6964332846926,-188.6964332846926,188.6964332846926,coast_0_25km
72,c06m057e02,-0.18641893910807794,716,360,39.8830127,-0.3093108,342.0,360.7472846318784,-18.74728463187836,18.74728463187836,coast_0_25km
72,c06m901e02,0.012860444588399744,701,352,39.8978,-0.115,25.0,173.47209628798493,-148.47209628798493,148.47209628798493,coast_0_25km
72,c07m056e01,-0.12582086787312774,662,346,39.8489,-0.3253,390.0,339.7043964232446,50.29560357675541,50.29560357675541,coast_0_25km
72,c07m114e01,-0.15295710405254814,721,361,39.919983,-0.687305,773.0,809.4290047754681,-36.42900477546812,36.42900477546812,interior_gt25km
72,c07m115e01,-0.41489994954398557,704,361,39.981644,-0.745977,1000.0,965.7343764399172,34.26562356008276,34.26562356008276,interior_gt25km
72,c07m115e03,-0.6946791503157319,682,356,39.96057,-0.77994,1194.0,952.7636157592924,241.2363842407077,241.2363842407077,interior_gt25km
72,c08m131e01,-0.034727335473164755,697,349,39.964246,-0.394551,637.0,545.7644973256868,91.23550267431324,91.23550267431324,interior_gt25km
72,c09m201e01,-0.03915210234133015,721,361,40.044336,-1.141663,1110.0,1146.239221927403,-36.23922192740292,36.23922192740292,interior_gt25km
72,c10m036e01,-0.25022182309843677,697,350,39.885172,-1.014398,960.0,979.943658133569,-19.943658133568988,19.943658133568988,interior_gt25km
72,c10m106e01,0.32271375248366163,706,358,39.747778,-0.99916666,470.0,826.7662011075266,-356.7662011075266,356.7662011075266,interior_gt25km
72,c10m241e01,-0.015768382560823024,721,361,39.8667,-1.0836,826.0,980.5954559458364,-154.59545594583642,154.59545594583642,interior_gt25km
72,c11m070e03,-0.013657557682922983,659,338,39.593094,-0.464074,91.0,241.4276861273687,-150.4276861273687,150.4276861273687,coast_0_25km
72,c11m116e02,0.03361441255003539,721,361,39.564861,-0.528879,100.0,271.0874254858887,-171.08742548588867,171.08742548588867,coast_0_25km
72,c11m256e02,-0.0011169548801611695,708,358,39.56562,-0.623345,111.0,355.35966222401373,-244.35966222401373,244.35966222401373,interior_gt25km
72,c11m902e01,0.17894296134528953,721,361,39.769479,-0.5206089,578.0,420.5343652445857,157.46563475541427,157.46563475541427,interior_gt25km
72,c13m009e01,-0.08870032062128408,713,357,39.543711,-0.346781,10.0,138.1003142088098,-128.1003142088098,128.1003142088098,coast_0_25km
72,c15m250e15,-0.013678845107976234,709,355,39.476774,-0.390072,19.0,133.2430011771812,-114.2430011771812,114.2430011771812,coast_0_25km
72,c15m250e16,-0.45487428712300904,717,360,39.3591,-0.347,1.0,79.71119469058077,-78.71119469058077,78.71119469058077,coast_0_25km
72,c15m250e24,-0.0495302468842127,712,357,39.4754526,-0.37635905,25.0,125.1956495398714,-100.1956495398714,100.1956495398714,coast_0_25km
72,c15m250e26,-0.19326909322062968,710,360,39.458332,-0.350283,7.0,106.2561167252617,-99.2561167252617,99.2561167252617,coast_0_25km
72,c17m095e02,-0.09570969540544016,666,335,39.55911,-1.280302,771.0,768.6403501700389,2.3596498299610857,2.3596498299610857,interior_gt25km
72,c17m129e01,-0.07430563754178965,705,353,39.585544,-1.364369,880.0,804.3888776363823,75.61112236361771,75.61112236361771,interior_gt25km
72,c17m213e03,-0.33723853624390787,715,358,39.488611,-1.080833,725.0,660.8646236231089,64.13537637689114,64.13537637689114,interior_gt25km
72,c17m213e06,0.16478468154593673,715,359,39.296389,-1.134444,355.0,692.0764473450203,-337.07644734502026,337.07644734502026,interior_gt25km
72,c17m213e07,-0.3843916360753603,695,349,39.469106,-1.012952,708.0,640.1137223201514,67.8862776798486,67.8862776798486,interior_gt25km
72,c17m213e10,-0.21820388334327867,716,360,39.46573,-1.086122,645.0,664.2893629286232,-19.289362928623177,19.289362928623177,interior_gt25km
72,c17m249e01,-0.19903723118562788,667,337,39.6694444,-1.25944417,813.0,853.7945040623991,-40.79450406239914,40.79450406239914,interior_gt25km
72,c18m111e01,0.00645938605409313,683,345,39.4778,-0.7211,293.0,384.5513025225687,-91.55130252256868,91.55130252256868,interior_gt25km
72,c18m111e03,0.12881888617756798,706,361,39.4364925,-0.57001,167.0,246.15983656388292,-79.15983656388295,79.15983656388295,coast_0_25km
72,c19m044e02,-0.022818494037570525,720,361,38.9291697,-1.10236464,671.0,744.3199848232512,-73.31998482325116,73.31998482325116,interior_gt25km
72,c19m099e02,-0.314408563811863,692,348,39.307525,-0.96,665.0,605.9696113789596,59.0303886210404,59.0303886210404,interior_gt25km
72,c20m017e05,-0.10974698944602956,693,359,39.1339,-0.376654,120.0,150.96405006630272,-30.96405006630272,30.96405006630272,coast_0_25km
72,c20m017e06,0.05153613369145715,714,358,39.0997,-0.3704,88.0,171.30686737074967,-83.30686737074967,83.30686737074967,coast_0_25km
72,c20m017e08,-0.0626209679536327,716,360,39.147864,-0.482521,20.0,202.6433298780348,-182.6433298780348,182.6433298780348,coast_0_25km
72,c20m017e12,-0.06009080443222192,718,360,39.115728,-0.354397,130.0,150.7205131541632,-20.7205131541632,20.7205131541632,coast_0_25km
72,c20m084e01,0.0639681378963739,716,359,39.066874,-0.56801,42.0,325.44687076283475,-283.44687076283475,283.44687076283475,interior_gt25km
72,c20m172e01,-0.05209806391750149,721,361,39.38,-0.54,225.0,207.04085174347856,17.959148256521445,17.959148256521445,coast_0_25km
72,c20m203e01,0.17421034488475362,682,343,39.0877,-0.4763,39.0,241.8756391236331,-202.8756391236331,202.8756391236331,coast_0_25km
72,c20m248e02,0.03303802406120038,716,360,39.3914,-0.668389,255.0,323.1933656416928,-68.19336564169282,68.19336564169282,interior_gt25km
72,c22m071e01,-0.28679944965514315,719,361,39.085818,-0.866032,519.0,563.7553187398123,-44.75531873981231,44.75531873981231,interior_gt25km
72,c22m107e02,0.02693811268748969,698,350,39.027862,-0.668753,235.0,429.95516058269584,-194.95516058269584,194.95516058269584,interior_gt25km
72,c22m118e01,0.0026232910369670126,710,357,38.977333,-0.695444,287.0,480.9635393398946,-193.96353933989465,193.96353933989465,interior_gt25km
72,c22m118e02,-0.48500094045749365,719,361,38.957432,-0.825617,751.0,580.8196729373649,170.18032706263511,170.18032706263511,interior_gt25km
72,c22m118e05,-0.49411526846238707,720,361,38.925155,-0.884222,740.0,628.2162153787283,111.7837846212717,111.7837846212717,interior_gt25km
72,c22m167e01,0.02463275446615998,705,354,39.237431,-0.772816,350.0,404.5820283222677,-54.58202832226772,54.58202832226772,interior_gt25km
72,c23m081e03,0.06657601231013754,704,353,38.970928,-0.579297,172.0,403.30480867881846,-231.3048086788185,231.3048086788185,interior_gt25km
72,c23m128e02,-0.36281595076272966,705,359,38.796944,-0.883056,596.0,660.2323449810907,-64.2323449810907,64.2323449810907,interior_gt25km
72,c23m145e11,0.08470436079698129,671,338,38.9913889,-0.51611111,96.0,339.0459952119531,-243.04599521195308,243.04599521195308,interior_gt25km
72,c24m004e01,-0.15709479117932101,707,357,38.8213,-0.5489,434.0,517.5265666168817,-83.52656661688172,83.52656661688172,interior_gt25km
72,c24m006e01,0.07838605371728247,683,342,38.835596,-0.524349,330.0,493.811226856813,-163.811226856813,163.811226856813,interior_gt25km
72,c24m043e01,-0.15089781062090113,656,329,38.883069,-0.346689,250.0,344.7252162733988,-94.72521627339876,94.72521627339876,coast_0_25km
72,c24m047e02,0.14098067210854603,676,341,38.86026,-0.47462,278.0,443.40718959356025,-165.40718959356025,165.40718959356025,interior_gt25km
72,c24m072e02,-1.077849648509427,711,356,38.7529,-0.5507,888.0,580.0050029889521,307.9949970110479,307.9949970110479,interior_gt25km
72,c24m072e04,-0.7232814629487667,655,343,38.762484,-0.618339,645.0,591.3367426996789,53.66325730032111,53.66325730032111,interior_gt25km
72,c24m072e05,-1.045295085426242,714,358,38.7315305,-0.6112848,801.0,589.606062946791,211.39393705320904,211.39393705320904,interior_gt25km
72,c24m124e01,-0.3346443795488262,721,361,38.779812,-0.80137,625.0,638.0447539061267,-13.044753906126743,13.044753906126743,interior_gt25km
72,c24m124e03,-0.4573797032357054,678,350,38.784214,-0.786708,628.0,631.3318084197062,-3.331808419706249,3.331808419706249,interior_gt25km
72,c24m173e01,0.1421177414050363,721,361,38.88881,-0.49649989,182.0,427.7586242912136,-245.7586242912136,245.7586242912136,interior_gt25km
72,c24m175e01,-0.13446759581588097,711,356,38.891119,-0.338889,280.0,332.00268482441555,-52.00268482441555,52.00268482441555,coast_0_25km
72,c24m183e01,0.12368772442988485,716,359,38.911711,-0.546555,256.0,434.2243305677591,-178.22433056775907,178.22433056775907,interior_gt25km
72,c24m184e02,-0.01699668359126405,721,361,38.8172,-0.6074,385.0,544.7800064456201,-159.78000644562007,159.78000644562007,interior_gt25km
72,c24m184e03,-0.019495331958086504,687,347,38.84,-0.6092,383.0,527.531047720161,-144.53104772016104,144.53104772016104,interior_gt25km
72,c24m184e07,-0.05604406667657602,661,353,38.822222,-0.596111,372.0,536.1504278563904,-164.15042785639037,164.15042785639037,interior_gt25km
72,c24m184e18,-0.021480184151902115,683,346,38.837778,-0.614167,400.0,531.4809407505561,-131.4809407505561,131.4809407505561,interior_gt25km
72,c24m184e19,0.008612364999976752,721,361,38.8044095,-0.6143529,405.0,557.531525094865,-152.53152509486495,152.53152509486495,interior_gt25km
72,c24m196e01,-0.11605166050869253,721,361,38.983004,-0.338385,347.0,239.24808819732547,107.75191180267451,107.75191180267451,coast_0_25km
72,c24m200e03,0.04402094914626076,715,359,38.902784,-0.42036,226.0,368.5935452389783,-142.5935452389783,142.5935452389783,interior_gt25km
72,c25m046e01,-0.16018148588717052,689,356,39.005,-0.2901,379.0,189.90823154440668,189.09176845559327,189.09176845559327,coast_0_25km
72,c25m046e03,-0.1774231625665409,664,342,39.0241667,-0.30833333,326.0,187.44495010383423,138.55504989616577,138.55504989616577,coast_0_25km
72,c25m131e12,0.30632213473206027,721,361,38.968833,-0.181056,21.0,159.8911544159725,-138.8911544159725,138.8911544159725,coast_0_25km
72,c25m187e01,-0.011820754197770289,721,361,38.956048,-0.247297,86.0,212.20357874170816,-126.20357874170816,126.20357874170816,coast_0_25km
72,c25m255e04,0.3020821091565947,685,361,38.887498,-0.208018,100.0,258.0698369730197,-158.06983697301968,158.06983697301968,coast_0_25km
72,c25m255e05,-0.62809003713596,708,361,38.85987,-0.22217,515.0,294.34770370857177,220.65229629142823,220.65229629142823,coast_0_25km
72,c26m003e06,-0.6264702068565837,652,333,38.7987602,-0.5367903,565.0,533.5148237269799,31.4851762730201,31.4851762730201,interior_gt25km
72,c26m028e03,-0.0986284332380788,694,351,38.8211,-0.3781,401.0,425.6262624368824,-24.62626243688237,24.62626243688237,interior_gt25km
72,c26m056e09,-0.2760693521418087,668,335,38.735901,-0.436583,455.0,524.5415362436261,-69.54153624362607,69.54153624362607,interior_gt25km
72,c26m067e01,-1.21877698644285,719,360,38.7349,-0.2682,778.0,426.0842809383702,351.9157190616298,351.9157190616298,coast_0_25km
72,c26m092e07,-0.382709028030628,721,361,38.791125,-0.465747,465.0,507.47365073016255,-42.47365073016255,42.47365073016255,interior_gt25km
72,c28m023e02,-0.36853755807108524,704,355,38.7,-0.7672,601.0,616.7135047391332,-15.713504739133214,15.713504739133214,interior_gt25km
72,c28m116e03,-0.14770039628108933,721,361,38.519934,-0.913363,505.0,570.9213715745584,-65.9213715745584,65.9213715745584,interior_gt25km
72,c28m140e10,-0.30418706485999736,704,360,38.625,-0.865556,498.0,607.4850778712733,-109.48507787127336,109.48507787127336,interior_gt25km
72,c28m140e11,-0.3209617996102493,641,336,38.614051,-0.880788,489.0,606.5100886199859,-117.51008861998594,117.51008861998594,interior_gt25km
72,c28m140e16,-0.142744674515918,709,361,38.634831,-0.864625,524.0,611.9479750854158,-87.9479750854158,87.9479750854158,interior_gt25km
72,c28m140e19,0.04850876682067229,696,354,38.69477,-0.91829,533.0,655.400652943157,-122.40065294315696,122.40065294315696,interior_gt25km
72,c29m105e07,-0.2987938177404892,720,361,38.3654155,-1.0441941,539.0,461.88553215328176,77.11446784671824,77.11446784671824,interior_gt25km
72,c30m001e01,0.10145748611474359,713,357,38.875601,-0.171598,164.0,248.5073211076117,-84.50732110761172,84.50732110761172,coast_0_25km
