lead_h,sensitivity,block_days,reference,model,n_common_cases,n_stations,n_daily_blocks,mae_c_day_weighted,mae_ci_low_c,mae_ci_high_c,winner_probability,mae_rank
72,lapse_rate_6.5_K_per_km_all_stations,3,era5_station,pangu_hres_init,102412,146,361,0.9546868166518788,0.9181483149189524,0.9963622934745685,1.0,1
72,lapse_rate_6.5_K_per_km_all_stations,3,era5_station,graphcast_hres_init,102412,146,361,1.0423339562088638,1.0076697964737982,1.0788070198143693,0.0,2
72,lapse_rate_6.5_K_per_km_all_stations,3,era5_station,ifs_hres,102412,146,361,1.322381546503883,1.2657241474328194,1.3823432086846532,0.0,3
72,lapse_rate_6.5_K_per_km_all_stations,5,avamet,graphcast_hres_init,102412,146,361,1.5652923162665116,1.516924756576048,1.6162870715658566,1.0,1
72,lapse_rate_6.5_K_per_km_all_stations,5,avamet,pangu_hres_init,102412,146,361,1.6716088410397076,1.6229942774889738,1.723514535698466,0.0,2
72,lapse_rate_6.5_K_per_km_all_stations,5,avamet,ifs_hres,102412,146,361,1.7257928513406886,1.6726101568328937,1.784301706400646,0.0,3
72,lapse_rate_6.5_K_per_km_all_stations,5,era5_station,pangu_hres_init,102412,146,361,0.9546868166518788,0.9173000162626678,0.9956560732153718,1.0,1
72,lapse_rate_6.5_K_per_km_all_stations,5,era5_station,graphcast_hres_init,102412,146,361,1.0423339562088638,1.005323950002583,1.0794004514118707,0.0,2
72,lapse_rate_6.5_K_per_km_all_stations,5,era5_station,ifs_hres,102412,146,361,1.322381546503883,1.2608168613577888,1.3883642171712134,0.0,3
72,lapse_rate_6.5_K_per_km_all_stations,7,avamet,graphcast_hres_init,102412,146,361,1.5652923162665116,1.514326464871318,1.6198963216655402,1.0,1
72,lapse_rate_6.5_K_per_km_all_stations,7,avamet,pangu_hres_init,102412,146,361,1.6716088410397076,1.6181462672257778,1.724934880215382,0.0,2
72,lapse_rate_6.5_K_per_km_all_stations,7,avamet,ifs_hres,102412,146,361,1.7257928513406886,1.6683135492862256,1.7877341368566892,0.0,3
72,lapse_rate_6.5_K_per_km_all_stations,7,era5_station,pangu_hres_init,102412,146,361,0.9546868166518788,0.9155659483237829,0.9969474638013727,1.0,1
72,lapse_rate_6.5_K_per_km_all_stations,7,era5_station,graphcast_hres_init,102412,146,361,1.0423339562088638,1.0033191566580493,1.0795781694756443,0.0,2
72,lapse_rate_6.5_K_per_km_all_stations,7,era5_station,ifs_hres,102412,146,361,1.322381546503883,1.2534491356653923,1.3958763130687644,0.0,3
72,lapse_rate_8_K_per_km_all_stations,1,avamet,graphcast_hres_init,102412,146,361,1.584947888718664,1.5475776504070478,1.6239892600563912,1.0,1
72,lapse_rate_8_K_per_km_all_stations,1,avamet,pangu_hres_init,102412,146,361,1.6967889880267262,1.6541415047829544,1.7383047030127012,0.0,2
72,lapse_rate_8_K_per_km_all_stations,1,avamet,ifs_hres,102412,146,361,1.7459284587342092,1.70648581254915,1.7873307202645417,0.0,3
72,lapse_rate_8_K_per_km_all_stations,1,era5_station,pangu_hres_init,102412,146,361,0.9546868166518788,0.919591714622047,0.9900311805675974,1.0,1
72,lapse_rate_8_K_per_km_all_stations,1,era5_station,graphcast_hres_init,102412,146,361,1.0423339562088638,1.0104030169101774,1.0721227985129356,0.0,2
72,lapse_rate_8_K_per_km_all_stations,1,era5_station,ifs_hres,102412,146,361,1.3223815465038828,1.2736413578495833,1.372942586459932,0.0,3
72,lapse_rate_8_K_per_km_all_stations,3,avamet,graphcast_hres_init,102412,146,361,1.584947888718664,1.5360307276067067,1.6311540149060406,1.0,1
72,lapse_rate_8_K_per_km_all_stations,3,avamet,pangu_hres_init,102412,146,361,1.6967889880267262,1.6482996954849924,1.749680382318358,0.0,2
72,lapse_rate_8_K_per_km_all_stations,3,avamet,ifs_hres,102412,146,361,1.7459284587342092,1.6941924439344755,1.8007260334159536,0.0,3
72,lapse_rate_8_K_per_km_all_stations,3,era5_station,pangu_hres_init,102412,146,361,0.9546868166518788,0.9174721491401581,0.9960704297484553,1.0,1
72,lapse_rate_8_K_per_km_all_stations,3,era5_station,graphcast_hres_init,102412,146,361,1.0423339562088638,1.0052813464648982,1.0780178504502707,0.0,2
72,lapse_rate_8_K_per_km_all_stations,3,era5_station,ifs_hres,102412,146,361,1.3223815465038828,1.266416325899994,1.3844006493572456,0.0,3
72,lapse_rate_8_K_per_km_all_stations,5,avamet,graphcast_hres_init,102412,146,361,1.584947888718664,1.5337090650557479,1.637597398012383,1.0,1
72,lapse_rate_8_K_per_km_all_stations,5,avamet,pangu_hres_init,102412,146,361,1.6967889880267262,1.6455347481607712,1.7496903823481673,0.0,2
72,lapse_rate_8_K_per_km_all_stations,5,avamet,ifs_hres,102412,146,361,1.7459284587342092,1.6911327356645902,1.8013086725797987,0.0,3
72,lapse_rate_8_K_per_km_all_stations,5,era5_station,pangu_hres_init,102412,146,361,0.9546868166518788,0.9140338595549408,0.994748721911295,1.0,1
72,lapse_rate_8_K_per_km_all_stations,5,era5_station,graphcast_hres_init,102412,146,361,1.0423339562088638,1.0052277486347285,1.080886200092756,0.0,2
72,lapse_rate_8_K_per_km_all_stations,5,era5_station,ifs_hres,102412,146,361,1.3223815465038828,1.2625819633745765,1.3895820837258783,0.0,3
72,lapse_rate_8_K_per_km_all_stations,7,avamet,graphcast_hres_init,102412,146,361,1.584947888718664,1.5304738476600774,1.638637391258875,1.0,1
72,lapse_rate_8_K_per_km_all_stations,7,avamet,pangu_hres_init,102412,146,361,1.6967889880267262,1.6458591833613023,1.7497027219462264,0.0,2
72,lapse_rate_8_K_per_km_all_stations,7,avamet,ifs_hres,102412,146,361,1.7459284587342092,1.6852586852641656,1.8049018098238265,0.0,3
72,lapse_rate_8_K_per_km_all_stations,7,era5_station,pangu_hres_init,102412,146,361,0.9546868166518788,0.9157638481838634,0.9972286855133666,1.0,1
72,lapse_rate_8_K_per_km_all_stations,7,era5_station,graphcast_hres_init,102412,146,361,1.0423339562088638,1.0041575750799492,1.083316113952202,0.0,2
72,lapse_rate_8_K_per_km_all_stations,7,era5_station,ifs_hres,102412,146,361,1.3223815465038828,1.2550172262688082,1.3963882920818538,0.0,3
72,raw_abs_delta_z_lt_100m,1,avamet,graphcast_hres_init,53263,76,361,1.6500759922495678,1.6133979037378499,1.6883154975190322,1.0,1
72,raw_abs_delta_z_lt_100m,1,avamet,pangu_hres_init,53263,76,361,1.7525045085832076,1.7112003112965366,1.7928117764913394,0.0,2
72,raw_abs_delta_z_lt_100m,1,avamet,ifs_hres,53263,76,361,1.7630725704409913,1.7214467295215259,1.8053104898842198,0.0,3
72,raw_abs_delta_z_lt_100m,1,era5_station,pangu_hres_init,53263,76,361,0.921861846125666,0.8896047719960357,0.9527871843108972,1.0,1
72,raw_abs_delta_z_lt_100m,1,era5_station,graphcast_hres_init,53263,76,361,1.0192560103253023,0.9904949404033644,1.0499390316312371,0.0,2
72,raw_abs_delta_z_lt_100m,1,era5_station,ifs_hres,53263,76,361,1.2971781134984932,1.2549848255832683,1.3427471871592953,0.0,3
72,raw_abs_delta_z_lt_100m,3,avamet,graphcast_hres_init,53263,76,361,1.6500759922495678,1.6057798167886772,1.6977378899176983,1.0,1
72,raw_abs_delta_z_lt_100m,3,avamet,pangu_hres_init,53263,76,361,1.7525045085832076,1.705397211876574,1.801030691819878,0.0,2
72,raw_abs_delta_z_lt_100m,3,avamet,ifs_hres,53263,76,361,1.7630725704409913,1.712339268990074,1.817743225977229,0.0,3
72,raw_abs_delta_z_lt_100m,3,era5_station,pangu_hres_init,53263,76,361,0.921861846125666,0.8876267663890446,0.958642563322075,1.0,1
72,raw_abs_delta_z_lt_100m,3,era5_station,graphcast_hres_init,53263,76,361,1.0192560103253023,0.9865409364548925,1.05488237228943,0.0,2
72,raw_abs_delta_z_lt_100m,3,era5_station,ifs_hres,53263,76,361,1.2971781134984932,1.2416666666494827,1.3550677301816976,0.0,3
72,raw_abs_delta_z_lt_100m,5,avamet,graphcast_hres_init,53263,76,361,1.6500759922495678,1.6018315174796913,1.7002153173190073,1.0,1
72,raw_abs_delta_z_lt_100m,5,avamet,pangu_hres_init,53263,76,361,1.7525045085832076,1.7050671978846745,1.8050181835148755,0.0,2
72,raw_abs_delta_z_lt_100m,5,avamet,ifs_hres,53263,76,361,1.7630725704409913,1.7048341870236066,1.822772903671277,0.0,3
72,raw_abs_delta_z_lt_100m,5,era5_station,pangu_hres_init,53263,76,361,0.921861846125666,0.8849591944915061,0.959834297927286,1.0,1
72,raw_abs_delta_z_lt_100m,5,era5_station,graphcast_hres_init,53263,76,361,1.0192560103253023,0.9845455380798088,1.0547695721486783,0.0,2
72,raw_abs_delta_z_lt_100m,5,era5_station,ifs_hres,53263,76,361,1.2971781134984932,1.2339985914306943,1.3631393476429376,0.0,3
72,raw_abs_delta_z_lt_100m,7,avamet,graphcast_hres_init,53263,76,361,1.6500759922495678,1.602155651412134,1.704846945679624,1.0,1
72,raw_abs_delta_z_lt_100m,7,avamet,pangu_hres_init,53263,76,361,1.7525045085832076,1.7024908459873904,1.8087067534952586,0.0,2
72,raw_abs_delta_z_lt_100m,7,avamet,ifs_hres,53263,76,361,1.7630725704409913,1.702810881941975,1.8276638639612555,0.0,3
72,raw_abs_delta_z_lt_100m,7,era5_station,pangu_hres_init,53263,76,361,0.921861846125666,0.8849437545288833,0.963112028941362,1.0,1
72,raw_abs_delta_z_lt_100m,7,era5_station,graphcast_hres_init,53263,76,361,1.0192560103253023,0.9805390813454322,1.0578206109188117,0.0,2
72,raw_abs_delta_z_lt_100m,7,era5_station,ifs_hres,53263,76,361,1.2971781134984932,1.2278565253471585,1.3724457170511004,0.0,3
72,raw_abs_delta_z_lt_200m,1,avamet,graphcast_hres_init,88238,126,361,1.6698978432766058,1.6370269512114888,1.702485057160544,1.0,1
72,raw_abs_delta_z_lt_200m,1,avamet,pangu_hres_init,88238,126,361,1.727972824483105,1.6901114077232682,1.7655719549262217,0.0,2
72,raw_abs_delta_z_lt_200m,1,avamet,ifs_hres,88238,126,361,1.8281952372306236,1.7866431235075817,1.871364301418531,0.0,3
72,raw_abs_delta_z_lt_200m,1,era5_station,pangu_hres_init,88238,126,361,0.9436567610148809,0.9079227380928361,0.9774642082338969,1.0,1
72,raw_abs_delta_z_lt_200m,1,era5_station,graphcast_hres_init,88238,126,361,1.0246163389182095,0.9942443968219419,1.0554050781680455,0.0,2
72,raw_abs_delta_z_lt_200m,1,era5_station,ifs_hres,88238,126,361,1.3002684626568124,1.2542688799333088,1.3476121896838398,0.0,3
72,raw_abs_delta_z_lt_200m,3,avamet,graphcast_hres_init,88238,126,361,1.6698978432766058,1.6305941669641497,1.7103486121808769,1.0,1
72,raw_abs_delta_z_lt_200m,3,avamet,pangu_hres_init,88238,126,361,1.727972824483105,1.6846963198316425,1.773525412121431,0.0,2
72,raw_abs_delta_z_lt_200m,3,avamet,ifs_hres,88238,126,361,1.8281952372306236,1.7756461536526729,1.8834735275750827,0.0,3
72,raw_abs_delta_z_lt_200m,3,era5_station,pangu_hres_init,88238,126,361,0.9436567610148809,0.9072841242573835,0.983753713375656,1.0,1
72,raw_abs_delta_z_lt_200m,3,era5_station,graphcast_hres_init,88238,126,361,1.0246163389182095,0.9909880645562886,1.060865350456609,0.0,2
72,raw_abs_delta_z_lt_200m,3,era5_station,ifs_hres,88238,126,361,1.3002684626568124,1.2416610574306013,1.3606862707505447,0.0,3
72,raw_abs_delta_z_lt_200m,5,avamet,graphcast_hres_init,88238,126,361,1.6698978432766058,1.6268871229250617,1.7135404256099729,0.999,1
72,raw_abs_delta_z_lt_200m,5,avamet,pangu_hres_init,88238,126,361,1.727972824483105,1.6804772253689688,1.7729007385045674,0.001,2
72,raw_abs_delta_z_lt_200m,5,avamet,ifs_hres,88238,126,361,1.8281952372306236,1.7699392272361691,1.8906193168093661,0.0,3
72,raw_abs_delta_z_lt_200m,5,era5_station,pangu_hres_init,88238,126,361,0.9436567610148809,0.907720457588659,0.9834372623741523,1.0,1
72,raw_abs_delta_z_lt_200m,5,era5_station,graphcast_hres_init,88238,126,361,1.0246163389182095,0.9896965408728432,1.060736440259121,0.0,2
72,raw_abs_delta_z_lt_200m,5,era5_station,ifs_hres,88238,126,361,1.3002684626568124,1.2354859698201142,1.3673236071041273,0.0,3
72,raw_abs_delta_z_lt_200m,7,avamet,graphcast_hres_init,88238,126,361,1.6698978432766058,1.6248362820945033,1.7163073155096922,1.0,1
72,raw_abs_delta_z_lt_200m,7,avamet,pangu_hres_init,88238,126,361,1.727972824483105,1.6827268527946122,1.773078979545088,0.0,2
72,raw_abs_delta_z_lt_200m,7,avamet,ifs_hres,88238,126,361,1.8281952372306236,1.7636138682580922,1.8988439652257874,0.0,3
72,raw_abs_delta_z_lt_200m,7,era5_station,pangu_hres_init,88238,126,361,0.9436567610148809,0.9041584311837795,0.9846792400420872,1.0,1
72,raw_abs_delta_z_lt_200m,7,era5_station,graphcast_hres_init,88238,126,361,1.0246163389182095,0.98664842057554,1.0628156238137911,0.0,2
72,raw_abs_delta_z_lt_200m,7,era5_station,ifs_hres,88238,126,361,1.3002684626568124,1.2347761280532001,1.3699283607586445,0.0,3
72,raw_abs_delta_z_lt_50m,1,avamet,graphcast_hres_init,26614,38,361,1.6679094178071476,1.6284291507015207,1.7126698336888486,0.9965,1
72,raw_abs_delta_z_lt_50m,1,avamet,ifs_hres,26614,38,361,1.7132553629914955,1.6691257105988295,1.755955973326643,0.0035,2
72,raw_abs_delta_z_lt_50m,1,avamet,pangu_hres_init,26614,38,361,1.7576597913160805,1.7128373202333491,1.806238616408647,0.0,3
72,raw_abs_delta_z_lt_50m,1,era5_station,pangu_hres_init,26614,38,361,0.8763004428371423,0.8447707280537342,0.9063699312145391,1.0,1
72,raw_abs_delta_z_lt_50m,1,era5_station,graphcast_hres_init,26614,38,361,0.987768049128484,0.9578493143018358,1.0158759323862228,0.0,2
72,raw_abs_delta_z_lt_50m,1,era5_station,ifs_hres,26614,38,361,1.22681056989152,1.1854647771710434,1.2669019651911324,0.0,3
72,raw_abs_delta_z_lt_50m,3,avamet,graphcast_hres_init,26614,38,361,1.6679094178071476,1.6173987679074673,1.7226324935095048,0.983,1
72,raw_abs_delta_z_lt_50m,3,avamet,ifs_hres,26614,38,361,1.7132553629914955,1.6589305362405073,1.771095798384611,0.017,2
72,raw_abs_delta_z_lt_50m,3,avamet,pangu_hres_init,26614,38,361,1.7576597913160805,1.703718721030925,1.8156921797328591,0.0,3
72,raw_abs_delta_z_lt_50m,3,era5_station,pangu_hres_init,26614,38,361,0.8763004428371423,0.8429192690739739,0.910225184593335,1.0,1
72,raw_abs_delta_z_lt_50m,3,era5_station,graphcast_hres_init,26614,38,361,0.987768049128484,0.9551227661455883,1.020255345536747,0.0,2
72,raw_abs_delta_z_lt_50m,3,era5_station,ifs_hres,26614,38,361,1.22681056989152,1.1747011141817372,1.2798210970619823,0.0,3
72,raw_abs_delta_z_lt_50m,5,avamet,graphcast_hres_init,26614,38,361,1.6679094178071476,1.6101205767617426,1.7228680871484339,0.979,1
72,raw_abs_delta_z_lt_50m,5,avamet,ifs_hres,26614,38,361,1.7132553629914955,1.6532465551371325,1.771429575039287,0.021,2
72,raw_abs_delta_z_lt_50m,5,avamet,pangu_hres_init,26614,38,361,1.7576597913160805,1.6950203510406523,1.8167199476342106,0.0,3
72,raw_abs_delta_z_lt_50m,5,era5_station,pangu_hres_init,26614,38,361,0.8763004428371423,0.8398610574471209,0.9123690584381414,1.0,1
72,raw_abs_delta_z_lt_50m,5,era5_station,graphcast_hres_init,26614,38,361,0.987768049128484,0.9523200478013254,1.0223107593186629,0.0,2
72,raw_abs_delta_z_lt_50m,5,era5_station,ifs_hres,26614,38,361,1.22681056989152,1.167980340060701,1.288702262460848,0.0,3
72,raw_abs_delta_z_lt_50m,7,avamet,graphcast_hres_init,26614,38,361,1.6679094178071476,1.6089270680709389,1.7243848315122747,0.9705,1
72,raw_abs_delta_z_lt_50m,7,avamet,ifs_hres,26614,38,361,1.7132553629914955,1.6476967439225532,1.7775796527323493,0.0295,2
72,raw_abs_delta_z_lt_50m,7,avamet,pangu_hres_init,26614,38,361,1.7576597913160805,1.6943271151279735,1.817715514397415,0.0,3
72,raw_abs_delta_z_lt_50m,7,era5_station,pangu_hres_init,26614,38,361,0.8763004428371423,0.8395781706143154,0.9142760803823918,1.0,1
72,raw_abs_delta_z_lt_50m,7,era5_station,graphcast_hres_init,26614,38,361,0.987768049128484,0.9515894335116768,1.0230954581652407,0.0,2
72,raw_abs_delta_z_lt_50m,7,era5_station,ifs_hres,26614,38,361,1.22681056989152,1.161913005088073,1.2933539832138734,0.0,3
72,raw_all_stations,1,avamet,graphcast_hres_init,102412,146,361,1.7177966078491185,1.6859880120978419,1.7487397400332942,1.0,1
72,raw_all_stations,1,avamet,pangu_hres_init,102412,146,361,1.7925649531584276,1.7582445708196603,1.8280071939222922,0.0,2
72,raw_all_stations,1,avamet,ifs_hres,102412,146,361,1.8505160662124778,1.810757799558533,1.894926040059279,0.0,3
72,raw_all_stations,1,era5_station,pangu_hres_init,102412,146,361,0.9546868166518788,0.9206521745725359,0.9905509384284568,1.0,1
72,raw_all_stations,1,era5_station,graphcast_hres_init,102412,146,361,1.0423339562088638,1.0115184093039356,1.072707308094102,0.0,2
72,raw_all_stations,1,era5_station,ifs_hres,102412,146,361,1.322381546503883,1.279410554212699,1.3721369242157047,0.0,3
72,raw_all_stations,3,avamet,graphcast_hres_init,102412,146,361,1.7177966078491185,1.680656402431459,1.7544043562432494,1.0,1
72,raw_all_stations,3,avamet,pangu_hres_init,102412,146,361,1.7925649531584276,1.7515909646893104,1.8360462494367562,0.0,2
72,raw_all_stations,3,avamet,ifs_hres,102412,146,361,1.8505160662124778,1.7996665767858704,1.9017257917590058,0.0,3
72,raw_all_stations,3,era5_station,pangu_hres_init,102412,146,361,0.9546868166518788,0.9188459492872623,0.9914964665418534,1.0,1
72,raw_all_stations,3,era5_station,graphcast_hres_init,102412,146,361,1.0423339562088638,1.0059478600601974,1.0757128698609346,0.0,2
72,raw_all_stations,3,era5_station,ifs_hres,102412,146,361,1.322381546503883,1.2653688858649614,1.379734496998781,0.0,3
72,raw_all_stations,5,avamet,graphcast_hres_init,102412,146,361,1.7177966078491185,1.6782903555723023,1.7600279726048573,1.0,1
72,raw_all_stations,5,avamet,pangu_hres_init,102412,146,361,1.7925649531584276,1.750563555646723,1.8368118846415022,0.0,2
72,raw_all_stations,5,avamet,ifs_hres,102412,146,361,1.8505160662124778,1.792784503056584,1.9128277952254633,0.0,3
72,raw_all_stations,5,era5_station,pangu_hres_init,102412,146,361,0.9546868166518788,0.9173556553594662,0.9951948080743181,1.0,1
72,raw_all_stations,5,era5_station,graphcast_hres_init,102412,146,361,1.0423339562088638,1.005863515731221,1.0782680548087542,0.0,2
72,raw_all_stations,5,era5_station,ifs_hres,102412,146,361,1.322381546503883,1.2576946450790745,1.3889047632960403,0.0,3
72,raw_all_stations,7,avamet,graphcast_hres_init,102412,146,361,1.7177966078491185,1.6755879967927483,1.7621268477942384,1.0,1
72,raw_all_stations,7,avamet,pangu_hres_init,102412,146,361,1.7925649531584276,1.7496529410430688,1.8375122628211404,0.0,2
72,raw_all_stations,7,avamet,ifs_hres,102412,146,361,1.8505160662124778,1.786630481076399,1.9135574071888084,0.0,3
72,raw_all_stations,7,era5_station,pangu_hres_init,102412,146,361,0.9546868166518788,0.9147639043460644,0.9967063824659629,1.0,1
72,raw_all_stations,7,era5_station,graphcast_hres_init,102412,146,361,1.0423339562088638,1.0040009688448865,1.081492558521526,0.0,2
72,raw_all_stations,7,era5_station,ifs_hres,102412,146,361,1.322381546503883,1.2540420275439093,1.3951737274380698,0.0,3
