lead_h,stratum_type,stratum,block_days,reference,model,n_common_cases,n_stations,n_daily_blocks,mae_c_day_weighted,mae_ci_low_c,mae_ci_high_c,winner_probability,mae_rank
72,altitude_stratum,altitude_mid,7,era5_station,ifs_hres,33676,48,361,1.3897082318463392,1.3098671207574222,1.4649352235575306,0.0,3
72,coast_stratum,coast_0_25km,1,avamet,graphcast_hres_init,54720,78,361,1.7205653856896157,1.6870291674261377,1.753259185857717,1.0,1
72,coast_stratum,coast_0_25km,1,avamet,pangu_hres_init,54720,78,361,1.8125057065315504,1.7737819629094158,1.8518653608919309,0.0,2
72,coast_stratum,coast_0_25km,1,avamet,ifs_hres,54720,78,361,1.8638725034771852,1.8165569505660912,1.9108365125562805,0.0,3
72,coast_stratum,coast_0_25km,1,era5_station,pangu_hres_init,54720,78,361,0.9128849958254496,0.8818190687828703,0.9473458009266292,0.9775,1
72,coast_stratum,coast_0_25km,1,era5_station,graphcast_hres_init,54720,78,361,0.9477484168194102,0.9181311555652528,0.9780056148060784,0.0225,2
72,coast_stratum,coast_0_25km,1,era5_station,ifs_hres,54720,78,361,1.271101206834619,1.2269445371927516,1.3166304953864343,0.0,3
72,coast_stratum,coast_0_25km,3,avamet,graphcast_hres_init,54720,78,361,1.7205653856896157,1.6832508220577864,1.7620677969973115,1.0,1
72,coast_stratum,coast_0_25km,3,avamet,pangu_hres_init,54720,78,361,1.8125057065315504,1.7649796914779303,1.8619700634926624,0.0,2
72,coast_stratum,coast_0_25km,3,avamet,ifs_hres,54720,78,361,1.8638725034771852,1.8039465358553592,1.928620710971196,0.0,3
72,coast_stratum,coast_0_25km,3,era5_station,pangu_hres_init,54720,78,361,0.9128849958254496,0.8763726703968977,0.9508760758948354,0.955,1
72,coast_stratum,coast_0_25km,3,era5_station,graphcast_hres_init,54720,78,361,0.9477484168194102,0.9139299977649079,0.9840352557381495,0.045,2
72,coast_stratum,coast_0_25km,3,era5_station,ifs_hres,54720,78,361,1.271101206834619,1.2191353640859182,1.3293329429192877,0.0,3
72,coast_stratum,coast_0_25km,5,avamet,graphcast_hres_init,54720,78,361,1.7205653856896157,1.6778508855480119,1.7651351069698256,1.0,1
72,coast_stratum,coast_0_25km,5,avamet,pangu_hres_init,54720,78,361,1.8125057065315504,1.7608120059829124,1.8669109410491205,0.0,2
72,coast_stratum,coast_0_25km,5,avamet,ifs_hres,54720,78,361,1.8638725034771852,1.792561867052453,1.9377887678744077,0.0,3
72,coast_stratum,coast_0_25km,5,era5_station,pangu_hres_init,54720,78,361,0.9128849958254496,0.8761451276891642,0.9512755961060505,0.956,1
72,coast_stratum,coast_0_25km,5,era5_station,graphcast_hres_init,54720,78,361,0.9477484168194102,0.9114190912129161,0.9852661537383139,0.044,2
72,coast_stratum,coast_0_25km,5,era5_station,ifs_hres,54720,78,361,1.271101206834619,1.2098970519199572,1.3359700019954364,0.0,3
72,coast_stratum,coast_0_25km,7,avamet,graphcast_hres_init,54720,78,361,1.7205653856896157,1.6755565564271986,1.7652299681181074,1.0,1
72,coast_stratum,coast_0_25km,7,avamet,pangu_hres_init,54720,78,361,1.8125057065315504,1.7599754339500238,1.8689951297245435,0.0,2
72,coast_stratum,coast_0_25km,7,avamet,ifs_hres,54720,78,361,1.8638725034771852,1.7887057614140671,1.942024000034591,0.0,3
72,coast_stratum,coast_0_25km,7,era5_station,pangu_hres_init,54720,78,361,0.9128849958254496,0.8763562354617234,0.9518105000667964,0.9395,1
72,coast_stratum,coast_0_25km,7,era5_station,graphcast_hres_init,54720,78,361,0.9477484168194102,0.9078926465783186,0.98692540268808,0.0605,2
72,coast_stratum,coast_0_25km,7,era5_station,ifs_hres,54720,78,361,1.271101206834619,1.2094107811614991,1.3392259369623332,0.0,3
72,coast_stratum,interior_gt25km,1,avamet,graphcast_hres_init,47692,68,361,1.7143636059116052,1.6774314524711955,1.751322222315316,1.0,1
72,coast_stratum,interior_gt25km,1,avamet,pangu_hres_init,47692,68,361,1.7696575261401253,1.731315196858888,1.812711836958259,0.0,2
72,coast_stratum,interior_gt25km,1,avamet,ifs_hres,47692,68,361,1.835535912386432,1.7917415428899492,1.8807071929319383,0.0,3
72,coast_stratum,interior_gt25km,1,era5_station,pangu_hres_init,47692,68,361,1.0027292831888197,0.961024366123325,1.0450109105350023,1.0,1
72,coast_stratum,interior_gt25km,1,era5_station,graphcast_hres_init,47692,68,361,1.1506450904900787,1.1128891589772252,1.1913910356602442,0.0,2
72,coast_stratum,interior_gt25km,1,era5_station,ifs_hres,47692,68,361,1.3808274205650786,1.3264238106689439,1.4358271551707573,0.0,3
72,coast_stratum,interior_gt25km,3,avamet,graphcast_hres_init,47692,68,361,1.7143636059116052,1.6690089223454465,1.7591603854008455,0.9985,1
72,coast_stratum,interior_gt25km,3,avamet,pangu_hres_init,47692,68,361,1.7696575261401253,1.72414055393304,1.8142027850489535,0.0015,2
72,coast_stratum,interior_gt25km,3,avamet,ifs_hres,47692,68,361,1.835535912386432,1.785230063682799,1.8875173673725198,0.0,3
72,coast_stratum,interior_gt25km,3,era5_station,pangu_hres_init,47692,68,361,1.0027292831888197,0.9574096123773617,1.0481006764907008,1.0,1
72,coast_stratum,interior_gt25km,3,era5_station,graphcast_hres_init,47692,68,361,1.1506450904900787,1.106853459707015,1.1938148638777297,0.0,2
72,coast_stratum,interior_gt25km,3,era5_station,ifs_hres,47692,68,361,1.3808274205650786,1.3112535938369203,1.4499019596984104,0.0,3
72,coast_stratum,interior_gt25km,5,avamet,graphcast_hres_init,47692,68,361,1.7143636059116052,1.6698308253871152,1.764581386037648,1.0,1
72,coast_stratum,interior_gt25km,5,avamet,pangu_hres_init,47692,68,361,1.7696575261401253,1.7269282393743488,1.8178479544907558,0.0,2
72,coast_stratum,interior_gt25km,5,avamet,ifs_hres,47692,68,361,1.835535912386432,1.7802899281472886,1.8895391496172818,0.0,3
72,coast_stratum,interior_gt25km,5,era5_station,pangu_hres_init,47692,68,361,1.0027292831888197,0.9571858744234536,1.0557924864088197,1.0,1
72,coast_stratum,interior_gt25km,5,era5_station,graphcast_hres_init,47692,68,361,1.1506450904900787,1.1068981683320258,1.1993117442437424,0.0,2
72,coast_stratum,interior_gt25km,5,era5_station,ifs_hres,47692,68,361,1.3808274205650786,1.305774442762441,1.4579394962989258,0.0,3
72,coast_stratum,interior_gt25km,7,avamet,graphcast_hres_init,47692,68,361,1.7143636059116052,1.6633580963748569,1.766949931090474,0.9995,1
72,coast_stratum,interior_gt25km,7,avamet,pangu_hres_init,47692,68,361,1.7696575261401253,1.7231585872879678,1.8196598433810642,0.0005,2
72,coast_stratum,interior_gt25km,7,avamet,ifs_hres,47692,68,361,1.835535912386432,1.7774218110223678,1.8979102484627572,0.0,3
72,coast_stratum,interior_gt25km,7,era5_station,pangu_hres_init,47692,68,361,1.0027292831888197,0.952460850807341,1.0564700574537889,1.0,1
72,coast_stratum,interior_gt25km,7,era5_station,graphcast_hres_init,47692,68,361,1.1506450904900787,1.1023643052383247,1.2017276512530641,0.0,2
72,coast_stratum,interior_gt25km,7,era5_station,ifs_hres,47692,68,361,1.3808274205650786,1.2974799712893987,1.4721287143733501,0.0,3
