network,model,reference,sigma_km,block_days,metric,change,ci_low,ci_high,p_smoothing_improves
inmet_hourly,era5_forecast,station,100.0,5,centred_rmse,0.2732569087304198,0.26006830283714,0.28589122696721847,0.0
inmet_hourly,era5_forecast,station,12.5,7,centred_rmse,0.0015952088251251927,0.0011810201061181749,0.00202173411671408,0.0
inmet_hourly,era5_forecast,station,25.0,7,centred_rmse,0.03691599963739,0.03320842254301997,0.040595819645302185,0.0
inmet_hourly,era5_forecast,station,50.0,7,centred_rmse,0.12781506509997445,0.11941659269551796,0.13634123982930527,0.0
inmet_hourly,era5_forecast,station,100.0,7,centred_rmse,0.27326276742985506,0.25873276390916855,0.2869514850952856,0.0
inmet_hourly,era5_forecast,station,12.5,1,mae,0.001449683873859375,0.0012739261857539486,0.001630302076615075,0.0
inmet_hourly,era5_forecast,station,25.0,1,mae,0.030594482832447287,0.029272217211147283,0.031993425720501796,0.0
inmet_hourly,era5_forecast,station,50.0,1,mae,0.10240524631462937,0.09946427592262998,0.10532083340086061,0.0
inmet_hourly,era5_forecast,station,100.0,1,mae,0.21649538006699542,0.21195169391777435,0.22118607910175486,0.0
inmet_hourly,era5_forecast,station,12.5,3,mae,0.0014492096634065618,0.0011941507817878783,0.0016800334439051323,0.0
inmet_hourly,era5_forecast,station,25.0,3,mae,0.030605926244459028,0.02849170734640863,0.03252473723849532,0.0
inmet_hourly,era5_forecast,station,50.0,3,mae,0.10245097844311932,0.09813574539127642,0.10628524776148875,0.0
inmet_hourly,era5_forecast,station,100.0,3,mae,0.21660295876011804,0.2098856197946528,0.22259635686562726,0.0
inmet_hourly,era5_forecast,station,12.5,5,mae,0.0014545317246693241,0.0011718610246577276,0.0017271313878505056,0.0
inmet_hourly,era5_forecast,station,25.0,5,mae,0.030639447314837868,0.028214643118300547,0.032918947082070986,0.0
inmet_hourly,era5_forecast,station,50.0,5,mae,0.10250122005771523,0.09738828784453904,0.10713078965175978,0.0
inmet_hourly,era5_forecast,station,100.0,5,mae,0.2166587385181162,0.2091773097045624,0.22370969946538957,0.0
inmet_hourly,era5_forecast,station,12.5,7,mae,0.0014540087375725875,0.0011615943672254438,0.001742279769109095,0.0
inmet_hourly,era5_forecast,station,25.0,7,mae,0.03061882633604941,0.02809546597180974,0.03308722642933106,0.0
inmet_hourly,era5_forecast,station,50.0,7,mae,0.10245871275958315,0.09735304483286837,0.10762617773347934,0.0
inmet_hourly,era5_forecast,station,100.0,7,mae,0.2165954397583942,0.20929682875591699,0.22389014493702747,0.0
inmet_hourly,era5_forecast,station,12.5,1,rmse,0.0018092949734366975,0.0015736199112544149,0.0020588710485606562,0.0
inmet_hourly,era5_forecast,station,25.0,1,rmse,0.03800419622824701,0.036083538018329565,0.039969858034606426,0.0
inmet_hourly,era5_forecast,station,50.0,1,rmse,0.13277929983120146,0.1282577837921847,0.13725510214132644,0.0
inmet_hourly,era5_forecast,station,100.0,1,rmse,0.2925674351507849,0.2848717357484898,0.3003652290387053,0.0
inmet_hourly,era5_forecast,station,12.5,3,rmse,0.0018127143835223207,0.0014721563692685735,0.0021470822466661487,0.0
inmet_hourly,era5_forecast,station,25.0,3,rmse,0.038051478300268234,0.03503387800648684,0.040910010576550505,0.0
inmet_hourly,era5_forecast,station,50.0,3,rmse,0.13290558726407256,0.12630076817829758,0.1393708529187217,0.0
inmet_hourly,era5_forecast,station,100.0,3,rmse,0.2928006595567487,0.28141257910074957,0.303382924151369,0.0
inmet_hourly,era5_forecast,station,12.5,5,rmse,0.0018175632360444346,0.001417206806013771,0.0021913936817959,0.0
inmet_hourly,era5_forecast,station,25.0,5,rmse,0.038072954392242016,0.03447339211267973,0.04139733363631824,0.0
inmet_hourly,era5_forecast,station,50.0,5,rmse,0.1329444640166385,0.1252567691179383,0.14036207211683052,0.0
inmet_hourly,era5_forecast,station,100.0,5,rmse,0.29283783824311715,0.27955765163362983,0.30513786323314473,0.0
inmet_hourly,era5_forecast,station,12.5,7,rmse,0.0018162677157198743,0.0014158626590632332,0.002237597131609198,0.0
inmet_hourly,era5_forecast,station,25.0,7,rmse,0.03805935010321244,0.03438998699241606,0.04168842316014253,0.0
inmet_hourly,era5_forecast,station,50.0,7,rmse,0.13292139483542673,0.12469524685123598,0.1411736303007639,0.0
inmet_hourly,era5_forecast,station,100.0,7,rmse,0.2928627607644079,0.27896141087198756,0.30584687080636036,0.0
inmet_hourly,graphcast_era5,era5,12.5,1,centred_rmse,0.00039164528793922025,0.0002677015967700619,0.0005108093786416605,0.0
inmet_hourly,graphcast_era5,era5,25.0,1,centred_rmse,0.03069182947754052,0.02946523755639847,0.0319367534419522,0.0
inmet_hourly,graphcast_era5,era5,50.0,1,centred_rmse,0.16845803966698508,0.16412721156223614,0.17260770354199265,0.0
inmet_hourly,graphcast_era5,era5,100.0,1,centred_rmse,0.41266060669456633,0.4046867913170185,0.421020136483966,0.0
inmet_hourly,graphcast_era5,era5,12.5,3,centred_rmse,0.00039084595904499247,0.000245800040954372,0.0005304023712915246,0.0
inmet_hourly,graphcast_era5,era5,25.0,3,centred_rmse,0.03069393482014657,0.029161314603032475,0.03217751837409351,0.0
